,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
1100,5.0,2.0,3.0,3,0,3.0,141.0,3.0,1.0,2.0,2,0,2.0,183.0,3.0,1.0,2.0,2,0,2.0,135.0,1.0,0.0,1.0,1,0,1.0,21.0,1.0,0.0,1.0,1,0,1.0,113.0,3.0,1.0,2.0,2,0,2.0,116.0,3.0,1.0,2.0,2,0,2.0,117.0,3.0,1.0,2.0,2,0,2.0,65.0,1.0,0.0,1.0,1,0,1.0,15.0,3.0,1.0,2.0,2,0,2.0,67.0,1.0,0.0,1.0,1,0,1.0,88.0,1.0,0.0,1.0,1,0,1.0,81.0,3.0,1.0,2.0,2,0,2.0,229.0,3.0,1.0,2.0,2,0,2.0,127.0,5.0,2.0,3.0,3,0,3.0,332.0,3.0,1.0,2.0,2,0,2.0,145.0,3.0,1.0,2.0,2,0,2.0,72.0,1.0,0.0,1.0,1,0,1.0,71.0,1.0,0.0,1.0,1,0,1.0,8.0,1.0,0.0,1.0,1,0,1.0,6.0
1200,5.0,2.0,3.0,3,0,3.0,187.0,3.0,1.0,2.0,2,0,2.0,227.0,3.0,1.0,2.0,2,0,2.0,182.0,1.0,0.0,1.0,1,0,1.0,70.0,1.0,0.0,1.0,1,0,1.0,156.0,3.0,1.0,2.0,2,0,2.0,168.0,3.0,1.0,2.0,2,0,2.0,67.0,3.0,1.0,2.0,2,0,2.0,121.0,1.0,0.0,1.0,1,0,1.0,38.0,3.0,1.0,2.0,2,0,2.0,118.0,1.0,0.0,1.0,1,0,1.0,144.0,3.0,1.0,2.0,2,0,2.0,142.0,3.0,1.0,2.0,2,0,2.0,58.0,5.0,2.0,3.0,3,0,3.0,182.0,7.0,3.0,4.0,4,0,3.0,372.0,3.0,1.0,2.0,2,0,2.0,194.0,3.0,1.0,2.0,2,0,2.0,119.0,3.0,1.0,2.0,2,0,2.0,119.0,1.0,0.0,1.0,1,0,1.0,51.0,3.0,1.0,2.0,2,0,2.0,65.0
1300,5.0,2.0,3.0,3,0,3.0,233.0,3.0,1.0,2.0,2,0,2.0,270.0,1.0,0.0,1.0,1,0,1.0,19.0,3.0,1.0,2.0,2,0,2.0,124.0,1.0,0.0,1.0,1,0,1.0,11.0,1.0,0.0,1.0,1,0,1.0,29.0,3.0,1.0,2.0,2,0,2.0,119.0,3.0,1.0,2.0,2,0,2.0,163.0,1.0,0.0,1.0,1,0,1.0,87.0,3.0,1.0,2.0,2,0,2.0,164.0,1.0,0.0,1.0,1,0,1.0,191.0,3.0,1.0,2.0,2,0,2.0,196.0,3.0,1.0,2.0,2,0,2.0,108.0,5.0,2.0,3.0,3,0,3.0,225.0,7.0,3.0,4.0,4,0,3.0,426.0,1.0,0.0,1.0,1,0,1.0,185.0,5.0,2.0,3.0,3,0,3.0,158.0,3.0,1.0,2.0,2,0,2.0,168.0,3.0,1.0,2.0,2,0,2.0,105.0,3.0,1.0,2.0,2,0,2.0,119.0
1400,5.0,2.0,3.0,3,0,3.0,286.0,1.0,0.0,1.0,1,0,1.0,52.0,3.0,1.0,2.0,2,0,2.0,77.0,3.0,1.0,2.0,2,0,2.0,177.0,1.0,0.0,1.0,1,0,1.0,60.0,1.0,0.0,1.0,1,0,1.0,74.0,5.0,2.0,3.0,3,0,3.0,170.0,5.0,2.0,3.0,3,0,3.0,209.0,1.0,0.0,1.0,1,0,1.0,137.0,3.0,1.0,2.0,2,0,2.0,216.0,3.0,1.0,2.0,2,0,2.0,108.0,1.0,0.0,1.0,1,0,1.0,33.0,3.0,1.0,2.0,2,0,2.0,163.0,1.0,0.0,1.0,1,0,1.0,73.0,7.0,3.0,4.0,4,0,3.0,473.0,1.0,0.0,1.0,1,0,1.0,241.0,3.0,1.0,2.0,2,0,2.0,116.0,5.0,2.0,3.0,3,0,3.0,225.0,3.0,1.0,2.0,2,0,2.0,155.0,3.0,1.0,2.0,2,0,2.0,164.0
1500,1.0,0.0,1.0,1,0,1.0,35.0,3.0,1.0,2.0,2,0,2.0,104.0,3.0,1.0,2.0,2,0,2.0,132.0,1.0,0.0,1.0,1,0,1.0,31.0,3.0,1.0,2.0,2,0,2.0,116.0,1.0,0.0,1.0,1,0,1.0,123.0,5.0,2.0,3.0,3,0,3.0,214.0,1.0,0.0,1.0,1,0,1.0,29.0,1.0,0.0,1.0,1,0,1.0,30.0,1.0,0.0,1.0,1,0,1.0,21.0,3.0,1.0,2.0,2,0,2.0,155.0,1.0,0.0,1.0,1,0,1.0,86.0,3.0,1.0,2.0,2,0,2.0,218.0,1.0,0.0,1.0,1,0,1.0,125.0,5.0,2.0,3.0,3,0,3.0,258.0,1.0,0.0,1.0,1,0,1.0,291.0,3.0,1.0,2.0,2,0,2.0,174.0,1.0,0.0,1.0,1,0,1.0,52.0,1.0,0.0,1.0,1,0,1.0,24.0,3.0,1.0,2.0,2,0,2.0,219.0
1600,3.0,1.0,2.0,2,0,2.0,94.0,3.0,1.0,2.0,2,0,2.0,118.0,3.0,1.0,2.0,2,0,2.0,181.0,1.0,0.0,1.0,1,0,1.0,78.0,3.0,1.0,2.0,2,0,2.0,164.0,1.0,0.0,1.0,1,0,1.0,180.0,3.0,1.0,2.0,2,0,2.0,66.0,3.0,1.0,2.0,2,0,2.0,87.0,1.0,0.0,1.0,1,0,1.0,44.0,3.0,1.0,2.0,2,0,2.0,73.0,3.0,1.0,2.0,2,0,2.0,130.0,1.0,0.0,1.0,1,0,1.0,136.0,5.0,2.0,3.0,3,0,3.0,267.0,1.0,0.0,1.0,1,0,1.0,15.0,5.0,2.0,3.0,3,0,3.0,312.0,1.0,0.0,1.0,1,0,1.0,17.0,3.0,1.0,2.0,2,0,2.0,223.0,3.0,1.0,2.0,2,0,2.0,110.0,3.0,1.0,2.0,2,0,2.0,73.0,1.0,0.0,1.0,1,0,1.0,36.0
1700,3.0,1.0,2.0,2,0,2.0,131.0,1.0,0.0,1.0,1,0,1.0,17.0,1.0,0.0,1.0,1,0,1.0,24.0,1.0,0.0,1.0,1,0,1.0,133.0,1.0,0.0,1.0,1,0,1.0,21.0,1.0,0.0,1.0,1,0,1.0,84.0,3.0,1.0,2.0,2,0,2.0,112.0,3.0,1.0,2.0,2,0,2.0,146.0,3.0,1.0,2.0,2,0,2.0,102.0,3.0,1.0,2.0,2,0,2.0,125.0,3.0,1.0,2.0,2,0,2.0,183.0,1.0,0.0,1.0,1,0,1.0,1.0,3.0,1.0,2.0,2,0,2.0,72.0,1.0,0.0,1.0,1,0,1.0,32.0,7.0,3.0,4.0,4,0,3.0,372.0,3.0,1.0,2.0,2,0,2.0,63.0,3.0,1.0,2.0,2,0,2.0,110.0,3.0,1.0,2.0,2,0,2.0,156.0,3.0,1.0,2.0,2,0,2.0,124.0,3.0,1.0,2.0,2,0,2.0,87.0
1800,3.0,1.0,2.0,2,0,2.0,175.0,3.0,1.0,2.0,2,0,2.0,73.0,1.0,0.0,1.0,1,0,1.0,78.0,3.0,1.0,2.0,2,0,2.0,182.0,3.0,1.0,2.0,2,0,2.0,75.0,3.0,1.0,2.0,2,0,2.0,132.0,3.0,1.0,2.0,2,0,2.0,157.0,3.0,1.0,2.0,2,0,2.0,204.0,3.0,1.0,2.0,2,0,2.0,151.0,3.0,1.0,2.0,2,0,2.0,178.0,3.0,1.0,2.0,2,0,2.0,233.0,1.0,0.0,1.0,1,0,1.0,22.0,3.0,1.0,2.0,2,0,2.0,119.0,1.0,0.0,1.0,1,0,1.0,48.0,9.0,4.0,5.0,5,0,4.0,430.0,3.0,1.0,2.0,2,0,2.0,110.0,5.0,2.0,3.0,3,0,3.0,165.0,1.0,0.0,1.0,1,0,1.0,19.0,3.0,1.0,2.0,2,0,2.0,172.0,3.0,1.0,2.0,2,0,2.0,139.0
1900,1.0,0.0,1.0,1,0,1.0,26.0,3.0,1.0,2.0,2,0,2.0,121.0,1.0,0.0,1.0,1,0,1.0,130.0,1.0,0.0,1.0,1,0,1.0,35.0,3.0,1.0,2.0,2,0,2.0,122.0,3.0,1.0,2.0,2,0,2.0,180.0,1.0,0.0,1.0,1,0,1.0,4.0,1.0,0.0,1.0,1,0,1.0,6.0,3.0,1.0,2.0,2,0,2.0,207.0,3.0,1.0,2.0,2,0,2.0,226.0,1.0,0.0,1.0,1,0,1.0,39.0,1.0,0.0,1.0,1,0,1.0,66.0,3.0,1.0,2.0,2,0,2.0,166.0,3.0,1.0,2.0,2,0,2.0,104.0,1.0,0.0,1.0,1,0,1.0,30.0,3.0,1.0,2.0,2,0,2.0,162.0,5.0,2.0,3.0,3,0,3.0,211.0,1.0,0.0,1.0,1,0,1.0,60.0,7.0,3.0,4.0,4,0,3.0,219.0,3.0,1.0,2.0,2,0,2.0,186.0
2000,3.0,1.0,2.0,2,0,2.0,76.0,3.0,1.0,2.0,2,0,2.0,175.0,3.0,1.0,2.0,2,0,2.0,190.0,1.0,0.0,1.0,1,0,1.0,86.0,5.0,2.0,3.0,3,0,3.0,167.0,3.0,1.0,2.0,2,0,2.0,230.0,3.0,1.0,2.0,2,0,2.0,57.0,3.0,1.0,2.0,2,0,2.0,50.0,1.0,0.0,1.0,1,0,1.0,60.0,1.0,0.0,1.0,1,0,1.0,62.0,1.0,0.0,1.0,1,0,1.0,53.0,1.0,0.0,1.0,1,0,1.0,126.0,3.0,1.0,2.0,2,0,2.0,215.0,3.0,1.0,2.0,2,0,2.0,161.0,3.0,1.0,2.0,2,0,2.0,79.0,1.0,0.0,1.0,1,0,1.0,25.0,5.0,2.0,3.0,3,0,3.0,264.0,1.0,0.0,1.0,1,0,1.0,103.0,3.0,1.0,2.0,2,0,2.0,210.0,3.0,1.0,2.0,2,0,2.0,233.0
2100,3.0,1.0,2.0,2,0,2.0,130.0,3.0,1.0,2.0,2,0,2.0,222.0,1.0,0.0,1.0,1,0,1.0,44.0,3.0,1.0,2.0,2,0,2.0,140.0,5.0,2.0,3.0,3,0,3.0,214.0,3.0,1.0,2.0,2,0,2.0,52.0,3.0,1.0,2.0,2,0,2.0,110.0,3.0,1.0,2.0,2,0,2.0,109.0,3.0,1.0,2.0,2,0,2.0,105.0,3.0,1.0,2.0,2,0,2.0,114.0,1.0,0.0,1.0,1,0,1.0,93.0,3.0,1.0,2.0,2,0,2.0,179.0,5.0,2.0,3.0,3,0,3.0,264.0,3.0,1.0,2.0,2,0,2.0,203.0,3.0,1.0,2.0,2,0,2.0,128.0,3.0,1.0,2.0,2,0,2.0,74.0,5.0,2.0,3.0,3,0,3.0,317.0,1.0,0.0,1.0,1,0,1.0,151.0,3.0,1.0,2.0,2,0,2.0,263.0,3.0,1.0,2.0,2,0,2.0,58.0
2200,5.0,2.0,3.0,3,0,3.0,181.0,1.0,0.0,1.0,1,0,1.0,32.0,1.0,0.0,1.0,1,0,1.0,97.0,3.0,1.0,2.0,2,0,2.0,190.0,7.0,3.0,4.0,4,0,3.0,262.0,3.0,1.0,2.0,2,0,2.0,96.0,3.0,1.0,2.0,2,0,2.0,157.0,3.0,1.0,2.0,2,0,2.0,162.0,3.0,1.0,2.0,2,0,2.0,164.0,3.0,1.0,2.0,2,0,2.0,157.0,3.0,1.0,2.0,2,0,2.0,144.0,1.0,0.0,1.0,1,0,1.0,76.0,1.0,0.0,1.0,1,0,1.0,31.0,5.0,2.0,3.0,3,0,3.0,251.0,3.0,1.0,2.0,2,0,2.0,172.0,3.0,1.0,2.0,2,0,2.0,122.0,3.0,1.0,2.0,2,0,2.0,177.0,1.0,0.0,1.0,1,0,1.0,30.0,3.0,1.0,2.0,2,0,2.0,315.0,3.0,1.0,2.0,2,0,2.0,106.0
2300,5.0,2.0,3.0,3,0,3.0,228.0,1.0,0.0,1.0,1,0,1.0,81.0,3.0,1.0,2.0,2,0,2.0,152.0,1.0,0.0,1.0,1,0,1.0,48.0,1.0,0.0,1.0,1,0,1.0,42.0,3.0,1.0,2.0,2,0,2.0,139.0,1.0,0.0,1.0,1,0,1.0,13.0,1.0,0.0,1.0,1,0,1.0,12.0,3.0,1.0,2.0,2,0,2.0,101.0,3.0,1.0,2.0,2,0,2.0,105.0,1.0,0.0,1.0,1,0,1.0,16.0,3.0,1.0,2.0,2,0,2.0,135.0,3.0,1.0,2.0,2,0,2.0,80.0,1.0,0.0,1.0,1,0,1.0,74.0,3.0,1.0,2.0,2,0,2.0,213.0,3.0,1.0,2.0,2,0,2.0,166.0,3.0,1.0,2.0,2,0,2.0,228.0,3.0,1.0,2.0,2,0,2.0,72.0,3.0,1.0,2.0,2,0,2.0,364.0,3.0,1.0,2.0,2,0,2.0,158.0
2400,9.0,4.0,5.0,5,0,4.0,284.0,3.0,1.0,2.0,2,0,2.0,124.0,1.0,0.0,1.0,1,0,1.0,54.0,1.0,0.0,1.0,1,0,1.0,96.0,1.0,0.0,1.0,1,0,1.0,84.0,3.0,1.0,2.0,2,0,2.0,182.0,1.0,0.0,1.0,1,0,1.0,68.0,3.0,1.0,2.0,2,0,2.0,61.0,3.0,1.0,2.0,2,0,2.0,155.0,3.0,1.0,2.0,2,0,2.0,157.0,3.0,1.0,2.0,2,0,2.0,66.0,3.0,1.0,2.0,2,0,2.0,183.0,3.0,1.0,2.0,2,0,2.0,134.0,3.0,1.0,2.0,2,0,2.0,126.0,1.0,0.0,1.0,1,0,1.0,66.0,3.0,1.0,2.0,2,0,2.0,212.0,1.0,0.0,1.0,1,0,1.0,36.0,3.0,1.0,2.0,2,0,2.0,117.0,1.0,0.0,1.0,1,0,1.0,25.0,3.0,1.0,2.0,2,0,2.0,211.0
